text,created_at,thread_id_fallback,rules_text,model_text,_ts,_dow,_hour,_is_after_5,_is_fri_after_3,_is_weekend,_is_after_hours,DeliveryAfterHours,StatusChangeAfterHours,ReadyForReviewAfterHours,FridayEarlyCutoffDelivery,WeekendDelivery,ApologyRush,ReworkPhrase,ResubmissionPhrase,MissedRequirementPhrase,NotRightFirstTime
Bootstrap process missing the credentials file.,2025-10-29T00:36:21.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-10-28 20:36:21.908741-04:00,1,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-11-24T15:45:42.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-11-24 10:45:42.908741-05:00,0,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-11-28T21:04:53.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-28 16:04:53.908741-05:00,4,16,False,True,False,True,0,0,0,0,0,0,0,0,0,0
"Prometheus scrape interval went weird after the update. Apologies, pushed a broken config.",2025-11-15T03:46:05.908741Z,NA,prometheus scrape interval went weird after the update apologies pushed a broken config,prometheu scrape interv went weird after the updat apolog push a broken config,2025-11-14 22:46:05.908741-05:00,4,22,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-12-03T16:00:25.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-12-03 11:00:25.908741-05:00,2,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update. — also this pipeline is being a total pain in the ass today,2025-11-05T13:30:50.908741Z,NA,prometheus scrape interval went weird after the update also this pipeline is being a total pain in the ass today,prometheu scrape interv went weird after the updat also thi pipelin is be a total pain in the ass today,2025-11-05 08:30:50.908741-05:00,2,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-11-18T07:15:24.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-11-18 02:15:24.908741-05:00,1,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-11-11T10:15:02.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-11-11 05:15:02.908741-05:00,1,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-19T13:37:59.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-19 08:37:59.908741-05:00,2,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-24T06:17:03.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-24 01:17:03.908741-05:00,0,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-26T13:29:09.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-26 08:29:09.908741-05:00,2,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-12-01T15:53:16.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-12-01 10:53:16.908741-05:00,0,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-23T12:31:02.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-23 07:31:02.908741-05:00,6,7,False,False,True,True,0,0,0,0,0,0,0,0,0,0
"Installer script can't locate the dependency bundle. Sorry, missed this earlier.",2025-11-26T20:11:36.908741Z,NA,installer script can t locate the dependency bundle sorry missed this earlier,instal script ca nt locat the depend bundl sorri miss thi earlier,2025-11-26 15:11:36.908741-05:00,2,15,False,False,False,False,0,0,0,0,0,0,0,0,1,0
the artifact repo is acting like a diva,2025-11-17T09:20:33.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-17 04:20:33.908741-05:00,0,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-14T23:52:24.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-14 18:52:24.908741-05:00,4,18,True,True,False,True,0,0,0,0,0,0,0,0,0,0
this YAML parser hates me personally,2025-12-02T13:28:48.908741Z,NA,this yaml parser hates me personally,thi yaml parser hate me person,2025-12-02 08:28:48.908741-05:00,1,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-12-05T14:50:14.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-12-05 09:50:14.908741-05:00,4,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The service mesh isn't applying the new routes.,2025-11-21T04:05:39.908741Z,NA,the service mesh isn t applying the new routes,the servic mesh is nt appli the new rout,2025-11-20 23:05:39.908741-05:00,3,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-12-01T07:11:26.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-12-01 02:11:26.908741-05:00,0,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-09T06:44:29.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-09 01:44:29.908741-05:00,6,1,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-11-02T18:55:21.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-02 13:55:21.908741-05:00,6,13,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-12-01T05:21:21.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-12-01 00:21:21.908741-05:00,0,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-22T14:19:31.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-22 09:19:31.908741-05:00,5,9,False,False,True,True,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-11-13T12:59:03.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-11-13 07:59:03.908741-05:00,3,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-05T06:01:59.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-05 01:01:59.908741-05:00,2,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-12-01T05:05:27.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-12-01 00:05:27.908741-05:00,0,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-14T10:45:51.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-14 05:45:51.908741-05:00,4,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-24T21:55:07.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-24 16:55:07.908741-05:00,0,16,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-10-28T00:41:02.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-10-27 20:41:02.908741-04:00,0,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-10-30T07:17:42.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-10-30 03:17:42.908741-04:00,3,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update. — also this YAML parser hates me personally,2025-11-06T22:14:54.908741Z,NA,prometheus scrape interval went weird after the update also this yaml parser hates me personally,prometheu scrape interv went weird after the updat also thi yaml parser hate me person,2025-11-06 17:14:54.908741-05:00,3,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-12-04T19:38:06.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-12-04 14:38:06.908741-05:00,3,14,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-11-13T04:12:35.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-12 23:12:35.908741-05:00,2,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-12-07T21:41:24.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-12-07 16:41:24.908741-05:00,6,16,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-10-23T22:45:50.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-10-23 18:45:50.908741-04:00,3,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-10-31T11:17:58.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-10-31 07:17:58.908741-04:00,4,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
"this pipeline is being a total pain in the ass today My bad, fixing it now.",2025-12-06T19:25:35.908741Z,NA,this pipeline is being a total pain in the ass today my bad fixing it now,thi pipelin is be a total pain in the ass today my bad fix it now,2025-12-06 14:25:35.908741-05:00,5,14,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-11-26T02:46:24.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-11-25 21:46:24.908741-05:00,1,21,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-02T05:31:12.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-02 01:31:12.908741-04:00,6,1,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-11-05T01:44:28.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-04 20:44:28.908741-05:00,1,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
The service mesh isn't applying the new routes.,2025-11-20T19:30:52.908741Z,NA,the service mesh isn t applying the new routes,the servic mesh is nt appli the new rout,2025-11-20 14:30:52.908741-05:00,3,14,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the deployment script is drunk again,2025-11-13T02:15:33.908741Z,NA,the deployment script is drunk again,the deploy script is drunk again,2025-11-12 21:15:33.908741-05:00,2,21,True,False,False,True,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-11-07T09:58:39.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-11-07 04:58:39.908741-05:00,4,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-10-28T20:45:01.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-10-28 16:45:01.908741-04:00,1,16,False,False,False,False,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-11-06T17:51:26.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-11-06 12:51:26.908741-05:00,3,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-10-26T05:10:46.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-10-26 01:10:46.908741-04:00,6,1,False,False,True,True,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-10-26T10:01:37.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-10-26 06:01:37.908741-04:00,6,6,False,False,True,True,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-11-30T02:24:59.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-11-29 21:24:59.908741-05:00,5,21,True,False,True,True,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-12-03T02:51:05.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-12-02 21:51:05.908741-05:00,1,21,True,False,False,True,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-11-09T14:41:28.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-09 09:41:28.908741-05:00,6,9,False,False,True,True,0,0,0,0,0,0,0,0,0,0
"Switching runners to isolate the failure. Apologies, pushed a broken config.",2025-11-12T04:10:40.908741Z,NA,switching runners to isolate the failure apologies pushed a broken config,switch runner to isol the failur apolog push a broken config,2025-11-11 23:10:40.908741-05:00,1,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-15T01:36:48.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-14 20:36:48.908741-05:00,4,20,True,True,False,True,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-11-03T11:32:42.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-11-03 06:32:42.908741-05:00,0,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-12-02T17:54:13.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-12-02 12:54:13.908741-05:00,1,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-10T20:28:48.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-10 15:28:48.908741-05:00,0,15,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-12T14:42:18.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-12 09:42:18.908741-05:00,2,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-11-10T01:04:09.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-11-09 20:04:09.908741-05:00,6,20,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-30T13:26:01.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-30 08:26:01.908741-05:00,6,8,False,False,True,True,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again. — also the whole system is throwing tantrums,2025-11-22T10:27:09.908741Z,NA,we re seeing flaky integration tests again also the whole system is throwing tantrums,we re see flaki integr test again also the whole system is throw tantrum,2025-11-22 05:27:09.908741-05:00,5,5,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-11-11T01:46:43.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-10 20:46:43.908741-05:00,0,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-12-05T11:50:06.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-12-05 06:50:06.908741-05:00,4,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-10-27T13:07:39.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-10-27 09:07:39.908741-04:00,0,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-11-06T01:10:18.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-11-05 20:10:18.908741-05:00,2,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-10-23T23:49:42.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-10-23 19:49:42.908741-04:00,3,19,True,False,False,True,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-11-27T10:00:20.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-27 05:00:20.908741-05:00,3,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-19T05:34:06.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-19 00:34:06.908741-05:00,2,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-11-19T05:02:37.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-11-19 00:02:37.908741-05:00,2,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-11-20T07:54:55.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-20 02:54:55.908741-05:00,3,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this YAML parser hates me personally,2025-12-02T12:39:53.908741Z,NA,this yaml parser hates me personally,thi yaml parser hate me person,2025-12-02 07:39:53.908741-05:00,1,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-11-12T06:01:02.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-12 01:01:02.908741-05:00,2,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
"this pipeline is being a total pain in the ass today Apologies, pushed a broken config.",2025-11-21T02:32:58.908741Z,NA,this pipeline is being a total pain in the ass today apologies pushed a broken config,thi pipelin is be a total pain in the ass today apolog push a broken config,2025-11-20 21:32:58.908741-05:00,3,21,True,False,False,True,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-26T17:15:03.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-26 12:15:03.908741-05:00,2,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-20T21:30:29.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-20 16:30:29.908741-05:00,3,16,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-10-25T04:26:15.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-10-25 00:26:15.908741-04:00,5,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-11-26T15:23:07.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-11-26 10:23:07.908741-05:00,2,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-12T01:05:07.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-11 20:05:07.908741-05:00,1,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-11T07:26:25.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-11 02:26:25.908741-05:00,1,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-23T06:32:48.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-23 01:32:48.908741-05:00,6,1,False,False,True,True,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-12-04T10:54:49.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-12-04 05:54:49.908741-05:00,3,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-10-29T23:52:33.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-10-29 19:52:33.908741-04:00,2,19,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize. — also the artifact repo is acting like a diva,2025-11-19T10:55:55.908741Z,NA,reverting the last merge until we stabilize also the artifact repo is acting like a diva,revert the last merg until we stabil also the artifact repo is act like a diva,2025-11-19 05:55:55.908741-05:00,2,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-04T12:33:27.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-04 07:33:27.908741-05:00,1,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-11-14T02:25:55.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-11-13 21:25:55.908741-05:00,3,21,True,False,False,True,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-10-30T03:33:45.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-10-29 23:33:45.908741-04:00,2,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-21T13:05:43.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-21 08:05:43.908741-05:00,4,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-11-21T20:44:09.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-11-21 15:44:09.908741-05:00,4,15,False,True,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-30T22:52:41.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-30 17:52:41.908741-05:00,6,17,True,False,True,True,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-12-01T10:11:52.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-12-01 05:11:52.908741-05:00,0,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-10-30T11:37:02.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-10-30 07:37:02.908741-04:00,3,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing — also this YAML parser hates me personally,2025-11-24T12:46:50.908741Z,NA,why the hell does this stage keep failing also this yaml parser hates me personally,whi the hell doe thi stage keep fail also thi yaml parser hate me person,2025-11-24 07:46:50.908741-05:00,0,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-11-06T05:43:17.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-11-06 00:43:17.908741-05:00,3,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-11-22T04:57:39.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-11-21 23:57:39.908741-05:00,4,23,True,True,False,True,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-10-25T01:39:19.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-10-24 21:39:19.908741-04:00,4,21,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-12-07T16:01:29.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-12-07 11:01:29.908741-05:00,6,11,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-12-01T11:48:45.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-12-01 06:48:45.908741-05:00,0,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-10-26T04:30:19.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-10-26 00:30:19.908741-04:00,6,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0
this YAML parser hates me personally,2025-11-15T05:15:48.908741Z,NA,this yaml parser hates me personally,thi yaml parser hate me person,2025-11-15 00:15:48.908741-05:00,5,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-11-25T01:58:29.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-11-24 20:58:29.908741-05:00,0,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-14T20:33:59.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-14 15:33:59.908741-05:00,4,15,False,True,False,True,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-11-23T01:21:26.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-11-22 20:21:26.908741-05:00,5,20,True,False,True,True,0,0,0,0,0,0,0,0,0,0
the deployment script is drunk again,2025-11-18T09:07:04.908741Z,NA,the deployment script is drunk again,the deploy script is drunk again,2025-11-18 04:07:04.908741-05:00,1,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time. — also the deployment script is drunk again,2025-10-28T11:10:48.908741Z,NA,container registry timed out for the fourth time also the deployment script is drunk again,contain registri time out for the fourth time also the deploy script is drunk again,2025-10-28 07:10:48.908741-04:00,1,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-13T19:33:30.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-13 14:33:30.908741-05:00,3,14,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-10-29T14:52:07.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-10-29 10:52:07.908741-04:00,2,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-10-24T21:28:49.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-10-24 17:28:49.908741-04:00,4,17,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-12-02T10:45:46.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-12-02 05:45:46.908741-05:00,1,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-26T08:53:06.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-26 03:53:06.908741-05:00,2,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-10-24T09:40:46.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-10-24 05:40:46.908741-04:00,4,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-06T04:44:12.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-05 23:44:12.908741-05:00,2,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-06T10:14:15.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-06 05:14:15.908741-05:00,3,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-10-27T17:32:57.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-10-27 13:32:57.908741-04:00,0,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-11-20T17:01:35.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-11-20 12:01:35.908741-05:00,3,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
